epoch,step,test/acc,test/loss,train/acc,train/loss,train/loss_step,val/acc,val/loss
0,49,,,,,0.5828012228012085,,
0,99,,,,,0.40093106031417847,,
0,137,,,,,,0.741525411605835,0.5708839297294617
0,137,,,0.751358687877655,0.5720655918121338,,,
1,149,,,,,0.5919414162635803,,
1,199,,,,,0.5071003437042236,,
1,249,,,,,0.6401914358139038,,
1,275,,,,,,0.741525411605835,0.5705903172492981
1,275,,,0.7531703114509583,0.5594133138656616,,,
2,299,,,,,0.6172422170639038,,
2,349,,,,,0.7426955103874207,,
2,399,,,,,0.673468828201294,,
2,413,,,,,,0.741525411605835,0.5703417062759399
2,413,,,0.7531703114509583,0.5614839196205139,,,
3,449,,,,,0.4825574457645416,,
3,499,,,,,0.6132431030273438,,
3,549,,,,,0.6392369270324707,,
3,551,,,,,,0.741525411605835,0.5713921785354614
3,551,,,0.7531703114509583,0.5609248280525208,,,
4,599,,,,,0.4059620797634125,,
4,649,,,,,0.4968326687812805,,
4,689,,,,,,0.741525411605835,0.5715754628181458
4,689,,,0.7531703114509583,0.5590617656707764,,,
5,699,,,,,0.4253684878349304,,
5,749,,,,,0.30954569578170776,,
5,799,,,,,0.6209849715232849,,
5,827,,,,,,0.741525411605835,0.5700731873512268
5,827,,,0.7531703114509583,0.5605940222740173,,,
6,849,,,,,0.4985801577568054,,
6,899,,,,,0.49176549911499023,,
6,949,,,,,0.6255807876586914,,
6,965,,,,,,0.741525411605835,0.5716018676757812
6,965,,,0.7531703114509583,0.5581609010696411,,,
7,999,,,,,0.49995699524879456,,
7,1049,,,,,0.7856945991516113,,
7,1099,,,,,0.4341343641281128,,
7,1103,,,,,,0.741525411605835,0.5695579051971436
7,1103,,,0.7531703114509583,0.5606555342674255,,,
8,1149,,,,,0.5339910984039307,,
8,1199,,,,,0.5716159343719482,,
8,1241,,,,,,0.741525411605835,0.5692875981330872
8,1241,,,0.7531703114509583,0.5593136548995972,,,
9,1249,,,,,0.6928822994232178,,
9,1299,,,,,0.7843353748321533,,
9,1349,,,,,0.844350278377533,,
9,1379,,,,,,0.741525411605835,0.571992039680481
9,1379,,,0.7531703114509583,0.5586589574813843,,,
10,1399,,,,,0.4695478677749634,,
10,1449,,,,,0.555730938911438,,
10,1499,,,,,0.6456514000892639,,
10,1517,,,,,,0.741525411605835,0.5712966918945312
10,1517,,,0.7531703114509583,0.5581008195877075,,,
11,1549,,,,,0.5617448687553406,,
11,1599,,,,,0.619659423828125,,
11,1649,,,,,0.47477012872695923,,
11,1655,,,,,,0.741525411605835,0.5714473128318787
11,1655,,,0.7531703114509583,0.5593639612197876,,,
12,1699,,,,,0.49215948581695557,,
12,1749,,,,,0.5514719486236572,,
12,1793,,,,,,0.741525411605835,0.5686848759651184
12,1793,,,0.7531703114509583,0.5595878958702087,,,
13,1799,,,,,0.6913056373596191,,
13,1849,,,,,0.5560576915740967,,
13,1899,,,,,0.6476407051086426,,
13,1931,,,,,,0.741525411605835,0.5682392716407776
13,1931,,,0.7531703114509583,0.5562915802001953,,,
14,1949,,,,,0.6319397687911987,,
14,1999,,,,,0.6375331282615662,,
14,2049,,,,,0.8343853950500488,,
14,2069,,,,,,0.741525411605835,0.568108081817627
14,2069,,,0.7531703114509583,0.5582199692726135,,,
